produkt,cena,ilosc,rng
Produkt E,544,24,0.56
Produkt D,719,59,0.81
Produkt B,358,21,0.79
Produkt D,311,100,0.22
Produkt C,931,13,0.49
Produkt C,720,55,0.38
Produkt A,653,87,0.95
Produkt A,Produkt D,6,0.01
Produkt A,743,43,0.9
Produkt C,152,58,0.61
Produkt D,14,87,0.6
Produkt E,91,59,0.04
Produkt E,326,87,0.94
Produkt D,152,16,0.28
Produkt B,568,85,0.05
Produkt B,298,32,0.59
Produkt A,49,30,0.95
I Do pieca,759,29,0.57
I Do pieca,842,54,0.69
Produkt B,651,66,0.89
Produkt C,914,98,0.33
Produkt E,190,29,0.5
Produkt C,72,40,0.12
Produkt C,904,82,0.22
Produkt A,178,40,0.05
Produkt D,913,23,0.07
Produkt A,487,13,0.76
Produkt C,923,58,0.11
I Do pieca,424,63,0.3
Produkt E,156,67,0.44
I Do pieca,755,73,0.6
Produkt D,947,90,0.74
Produkt C,618,8,0.85
Produkt C,993,76,0.8
Produkt D,276,78,0.66
Produkt B,104,53,0.16
Produkt D,529,35,0.5
Produkt A,Produkt D,77,0.01
I Do pieca,433,84,0.87
Produkt D,873,80,0.06
I Do pieca,880,26,0.57
Produkt A,158,32,0.94
Produkt A,856,70,0.29
Produkt A,726,Produkt D,0.99
Produkt A,982,88,0.73
Produkt B,822,95,0.25
Produkt C,832,96,0.76
Produkt E,138,19,0.25
Produkt A,520,7,0.02
Produkt E,208,21,0.83
Produkt D,250,18,0.91
Produkt A,631,54,0.29
Produkt A,378,61,0.02
Produkt A,532,1,0.35
Produkt A,390,69,0.34
Produkt E,584,71,0.56
Produkt B,23,18,0.53
Produkt A,618,55,0.68
Produkt A,936,84,0.83
Produkt B,845,92,0.72
Produkt A,113,81,0.12
Produkt B,249,31,0.27
Produkt B,364,71,0.61
Produkt D,388,57,0.83
Produkt A,516,100,0.08
Produkt E,219,20,0.19
Produkt D,145,73,0.74
Produkt C,291,36,0.88
Produkt D,398,43,0.73
Produkt C,881,25,0.75
Produkt B,326,63,0.07
Produkt D,585,17,0.29
Produkt C,373,56,0.48
Produkt B,318,11,0.6
I Do pieca,552,63,0.83
I Do pieca,744,77,0.23
Produkt C,946,75,0.23
Produkt D,729,42,0.21
Produkt C,345,61,0.58
Produkt D,586,94,0.8
Produkt C,40,29,0.14
Produkt C,820,75,0.85
Produkt C,112,17,0.48
Produkt E,506,29,0.42
Produkt B,818,37,0.81
Produkt A,380,94,0.03
Produkt A,695,98,0.1
I Do pieca,341,13,0.93
Produkt E,785,Produkt C,0.99
Produkt B,816,45,0.44
Produkt B,520,1,0.78
Produkt A,160,34,0.61
Produkt A,151,18,0.25
Produkt C,539,98,0.97
Produkt C,931,74,0.75
Produkt E,59,41,0.63
Produkt E,473,79,0.22
Produkt B,340,24,0.32
Produkt B,636,86,0.78
67,359,56,0.81
Produkt A,375,1,0.02
Produkt D,739,99,0.6
67,966,72,0.5
Produkt D,659,55,0.19
Produkt A,70,73,0.63
Produkt E,623,43,0.03
67,561,67,0.9
Produkt B,986,23,0.18
67,611,30,0.93
Produkt A,671,30,0.79
Produkt C,315,29,0.57
Produkt A,514,26,0.32
Produkt A,8,11,0.04
Produkt C,268,87,0.5
Produkt D,692,76,0.41
Produkt D,757,74,0.94
Produkt A,739,58,0.24
Produkt D,416,32,0.17
Produkt D,489,32,0.91
Produkt E,42,13,0.58
Produkt A,475,75,0.62
Produkt C,474,19,0.75
Produkt C,546,62,0.15
Produkt A,442,60,0.17
Produkt B,486,49,0.39
Produkt D,2,30,0.4
Produkt A,289,24,0.37
Produkt B,667,16,0.17
67,648,34,0.53
Produkt C,882,73,0.73
Produkt D,770,35,0.77
Produkt C,527,7,0.2
Produkt A,395,35,0.23
Produkt B,994,93,0.52
I Do pieca,81,21,0.44
Produkt B,74,6,0.88
Produkt B,147,60,0.56
Produkt C,328,31,0.57
Produkt C,352,6,0.26
Produkt D,848,10,0.57
67,86,100,0.74
Produkt A,353,56,0.94
Produkt D,262,6,0.31
I Do pieca,950,62,0.41
Produkt B,894,39,0.24
Produkt D,616,14,0.28
Produkt D,522,33,0.42
Produkt E,614,9,0.57
Produkt B,275,20,0.06
Produkt B,639,3,0.07
Produkt E,361,88,0.16
Produkt A,72,6,0.83
Produkt B,729,6,0.2
Produkt C,659,95,0.37
Produkt D,198,34,0.45
Produkt D,511,50,0.03
Produkt E,922,6,0.77
Produkt C,532,16,0.95
67,614,94,0.16
Produkt B,29,76,0.82
Produkt B,147,51,0.83
Produkt C,972,94,0.52
Produkt C,472,20,0.85
I Do pieca,830,32,0.56
Produkt B,814,50,0.88
Produkt B,330,59,0.66
Produkt E,681,11,0.37
Produkt B,801,81,0.87
Produkt E,874,45,0.67
Produkt A,77,13,0.65
Produkt A,726,84,0.03
Produkt C,357,77,0.11
I Do pieca,700,81,0.03
Produkt B,117,13,0.55
Produkt A,71,72,0.65
Produkt D,955,10,0.67
Produkt C,466,18,0.44
I Do pieca,560,62,0.11
Produkt E,817,37,0.56
Produkt E,985,11,0.75
I Do pieca,327,8,0.77
Produkt C,95,52,0.93
Produkt A,327,85,0.96
Produkt B,698,37,0.56
Produkt B,707,26,0.88
Produkt E,529,85,0.77
Produkt A,73,57,0.86
Produkt B,239,60,0.72
Produkt A,617,36,0.16
Produkt D,99,94,0.48
I Do pieca,981,51,0.3
Produkt D,269,50,0.55
Produkt D,35,28,0.71
Produkt D,116,3,0.55
Produkt B,169,49,0.27
Produkt B,661,95,0.95
Produkt D,402,28,0.92
Produkt B,11,40,0.23
Produkt A,572,92,0.12
Produkt A,231,Produkt B,0.99
Produkt D,774,46,0.11
Produkt C,491,19,0.86
Produkt A,927,87,0.8
Produkt B,463,14,0.34
Produkt D,644,67,0.9
Produkt A,200,33,0.67
Produkt A,603,59,0.89
I Do pieca,637,44,0.61
Produkt C,837,45,0.26
Produkt D,976,20,0.68
Produkt D,318,71,0.51
I Do pieca,74,21,0.3
Produkt D,772,34,0.38
Produkt C,210,61,0.93
Produkt B,719,74,0.29
Produkt B,482,49,0.83
Produkt A,Produkt B,49,0.01
Produkt E,592,23,0.17
Produkt B,68,19,0.78
I Do pieca,818,99,0.28
Produkt B,678,59,0.96
Produkt C,80,81,0.23
Produkt D,554,33,0.81
Produkt A,449,57,0.66
Produkt B,447,93,0.08
Produkt E,848,46,0.79
Produkt C,99,11,0.91
Produkt D,402,56,0.78
Produkt B,826,45,0.99
Produkt A,925,46,0.27
Produkt B,351,29,0.82
Produkt B,49,76,0.44
Produkt D,151,54,0.98
Produkt C,320,69,0.89
Produkt B,207,33,0.77
Produkt C,555,12,0.94
Produkt C,733,23,0.03
Produkt A,934,79,0.12
Produkt D,191,54,0.67
Produkt C,377,48,0.03
Produkt A,260,73,0.14
Produkt C,765,89,0.94
Produkt A,143,99,0.35
Produkt C,904,75,0.13
I Do pieca,879,55,0.29
Produkt A,794,71,0.6
Produkt B,172,46,0.87
Produkt D,802,62,0.89
Produkt B,54,52,0.33
Produkt E,900,22,0.9
Produkt E,462,58,0.89
67,97,98,0.73
Produkt D,480,85,0.74
Produkt E,43,33,0.82
Produkt C,950,42,0.29
Produkt B,354,2,0.93
Produkt C,630,87,0.33
Produkt B,493,76,0.81
Produkt D,321,39,0.34
Produkt A,423,39,0.26
Produkt E,911,13,0.27
Produkt D,32,2,0.08
Produkt B,998,91,0.06
Produkt C,921,13,0.54
Produkt A,467,66,0.81
Produkt D,764,91,0.01
Produkt C,128,26,0.2
Produkt C,340,96,0.15
Produkt A,217,52,0.62
Produkt A,748,42,0.62
Produkt C,126,22,0.88
I Do pieca,793,80,0.85
Produkt C,148,19,0.62
Produkt D,854,62,0.3
Produkt B,904,89,0.12
Produkt B,920,56,0.28
Produkt A,118,54,0.6
Produkt D,956,94,0.54
Produkt C,92,41,0.74
Produkt B,364,51,0.11
Produkt E,72,79,0.72
Produkt A,119,91,0.07
Produkt B,969,93,0.81
Produkt B,133,97,0.57
Produkt E,156,9,0.27
Produkt D,542,87,0.13
I Do pieca,679,8,0.74
Produkt B,800,63,0.72
Produkt A,788,56,0.69
Produkt D,479,52,0.78
I Do pieca,583,4,0.14
Produkt B,944,33,0.13
Produkt A,714,53,0.13
Produkt C,672,60,0.38
Produkt C,210,31,0.22
Produkt A,110,7,0.72
Produkt B,409,3,0.61
Produkt C,564,55,0.77
Produkt C,497,21,0.52
Produkt E,527,27,0.43
Produkt B,859,33,0.07
Produkt A,733,68,0.28
Produkt D,892,38,0.78
Produkt C,51,44,0.52
Produkt B,980,86,0.42
Produkt B,697,12,0.93
67,968,46,0.25
Produkt E,141,50,0.43
Produkt A,300,97,0.02
Produkt C,24,32,0.4
67,855,13,0.52
Produkt E,863,49,0.64
Produkt B,513,17,0.76
Produkt A,118,58,0.93
Produkt E,772,41,0.62
Produkt A,251,15,0.03
Produkt C,781,33,0.92
Produkt A,262,82,0.03
Produkt C,545,88,0.92
Produkt C,47,77,0.28
Produkt B,969,65,0.58
Produkt A,573,32,0.79
Produkt A,973,66,0.31
Produkt D,933,46,0.78
Produkt A,814,88,0.79
Produkt D,297,84,0.74
Produkt A,105,9,0.43
Produkt C,26,38,0.43
Produkt D,333,82,0.53
Produkt B,82,59,0.24
Produkt C,207,85,0.84
Produkt C,507,90,0.71
Produkt C,520,21,0.04
Produkt E,495,80,0.66
Produkt C,608,38,0.28
Produkt E,732,80,0.86
Produkt C,625,56,0.32
Produkt C,722,88,0.04
Produkt D,623,40,0.39
Produkt E,701,43,0.96
Produkt D,895,10,0.42
Produkt A,748,Produkt A,0.99
Produkt B,72,22,0.3
Produkt D,518,75,0.68
Produkt B,545,16,0.67
Produkt C,553,75,0.81
Produkt D,899,24,0.6
Produkt D,691,82,0.69
Produkt B,695,84,0.3
Produkt A,407,86,0.05
Produkt D,220,8,0.87
Produkt C,151,57,0.87
I Do pieca,349,23,0.15
Produkt D,992,59,0.99
I Do pieca,492,83,0.18
Produkt A,149,65,0.7
Produkt B,966,31,0.44
Produkt B,505,60,0.12
Produkt C,205,99,0.52
Produkt B,297,28,0.19
Produkt D,778,80,0.22
Produkt C,767,84,0.48
Produkt A,875,71,0.23
Produkt A,323,90,0.09
Produkt B,470,86,0.07
Produkt A,855,88,0.98
Produkt B,448,49,0.57
Produkt D,555,3,0.72
I Do pieca,474,92,0.46
Produkt D,317,46,0.06
Produkt D,525,44,0.49
I Do pieca,330,89,0.09
Produkt B,707,72,0.41
Produkt E,58,39,0.65
I Do pieca,22,47,0.47
Produkt A,454,6,0.49
Produkt C,288,47,0.08
Produkt C,791,63,0.95
Produkt C,204,29,0.74
Produkt C,638,31,0.06
Produkt C,316,80,0.24
Produkt D,235,62,0.71
Produkt A,369,25,0.28
Produkt A,838,20,0.77
Produkt B,679,29,0.97
Produkt B,282,75,0.37
Produkt C,32,75,0.14
Produkt D,78,4,0.59
I Do pieca,212,62,0.44
Produkt E,Produkt B,31,0.01
Produkt E,838,74,0.72
Produkt B,500,33,0.93
Produkt C,918,65,0.25
Produkt B,662,19,0.43
I Do pieca,387,94,0.38
Produkt E,593,44,0.93
I Do pieca,176,29,0.47
Produkt D,502,62,0.13
Produkt C,234,87,0.93
67,19,4,0.64
Produkt B,239,53,0.46
Produkt A,512,64,0.27
Produkt B,257,16,0.53
Produkt B,986,31,0.38
Produkt A,737,86,0.74
Produkt A,603,Produkt B,1.0
Produkt A,227,34,0.34
Produkt B,102,50,0.06
Produkt C,32,47,0.31
Produkt B,266,58,0.18
Produkt A,202,73,0.35
Produkt C,623,29,0.39
Produkt A,I Do pieca,25,0.0
Produkt E,669,96,0.54
Produkt B,794,83,0.75
I Do pieca,888,70,0.9
I Do pieca,262,68,0.47
Produkt C,251,87,0.79
Produkt A,883,91,0.58
Produkt D,907,82,0.32
I Do pieca,271,52,0.08
Produkt C,476,82,0.52
Produkt C,399,20,0.12
Produkt B,899,19,0.29
Produkt E,115,4,0.76
Produkt A,279,69,0.89
Produkt C,580,57,0.44
Produkt A,465,77,0.16
Produkt A,797,85,0.62
Produkt C,722,93,0.65
Produkt D,77,6,0.47
Produkt D,562,97,0.07
Produkt D,415,93,0.29
Produkt D,137,68,0.01
Produkt E,25,31,0.21
Produkt B,145,29,0.47
Produkt C,406,14,0.25
Produkt C,646,87,0.41
Produkt A,211,1,0.3
Produkt C,852,23,0.18
Produkt B,573,85,0.7
Produkt D,654,84,0.53
Produkt D,172,37,0.02
Produkt D,119,29,0.62
Produkt E,966,35,0.11
Produkt A,279,88,0.25
Produkt C,963,55,0.59
Produkt A,748,78,0.45
Produkt A,260,3,0.8
Produkt E,294,19,0.9
Produkt B,150,47,0.44
Produkt A,601,25,0.94
Produkt E,329,41,0.08
Produkt A,735,82,0.79
Produkt C,927,53,0.77
Produkt C,171,3,0.24
Produkt C,392,38,0.65
Produkt D,678,14,0.08
Produkt E,939,99,0.14
Produkt B,360,9,0.6
Produkt B,348,3,0.87
Produkt A,332,22,0.09
Produkt E,92,91,0.21
Produkt E,111,65,0.42
Produkt C,459,67,0.63
Produkt A,371,16,0.98
Produkt A,538,9,0.94
Produkt B,813,4,0.29
Produkt D,656,5,0.5
Produkt D,841,88,0.15
Produkt A,614,96,0.47
I Do pieca,953,3,0.54
Produkt A,366,63,0.33
Produkt B,668,79,0.03
Produkt D,345,8,0.71
Produkt E,572,16,0.81
Produkt C,278,32,0.96
Produkt C,334,45,0.39
Produkt C,366,26,0.59
Produkt D,823,91,0.15
Produkt B,49,25,0.09
Produkt B,630,55,0.47
Produkt B,891,89,0.68
Produkt D,850,72,0.05
Produkt B,547,42,0.74
I Do pieca,160,21,0.94
Produkt C,87,21,0.58
Produkt B,583,55,0.21
67,151,54,0.21
Produkt C,472,81,0.49
Produkt A,586,69,0.1
Produkt D,336,45,0.74
Produkt B,93,21,0.76
Produkt E,137,58,0.51
Produkt D,346,3,0.44
Produkt B,Produkt B,99,0.01
Produkt B,146,7,0.96
Produkt C,478,16,0.66
Produkt A,400,89,0.65
Produkt B,228,69,0.08
Produkt D,49,3,0.86
Produkt D,421,48,0.75
Produkt D,997,68,0.43
Produkt D,21,25,0.39
I Do pieca,246,57,0.49
Produkt E,440,38,0.66
Produkt E,654,72,0.42
Produkt B,178,57,0.05
Produkt C,176,54,0.51
Produkt B,923,4,0.27
Produkt C,818,64,0.98
I Do pieca,665,67,0.65
Produkt D,816,74,0.91
Produkt A,41,40,0.23
Produkt C,428,60,0.5
Produkt D,753,46,0.28
Produkt E,505,49,0.25
Produkt D,759,17,0.95
I Do pieca,455,70,0.45
Produkt B,836,55,0.33
Produkt D,388,28,0.25
Produkt B,285,59,0.19
Produkt C,418,38,0.42
I Do pieca,664,76,0.71
Produkt A,802,90,0.89
Produkt D,961,84,0.8
Produkt C,Produkt A,45,0.0
67,623,56,0.83
Produkt B,402,69,0.19
I Do pieca,619,81,0.41
Produkt A,724,89,0.06
Produkt B,817,46,0.61
Produkt A,503,16,0.75
Produkt E,727,7,0.42
Produkt D,581,60,0.19
I Do pieca,281,29,0.7
Produkt E,60,62,0.12
Produkt D,267,32,0.74
Produkt B,753,78,0.65
Produkt D,397,42,0.28
Produkt D,788,56,0.4
Produkt D,94,74,0.95
Produkt A,Produkt E,27,0.01
Produkt C,255,4,0.06
Produkt E,819,32,0.79
I Do pieca,429,59,0.75
Produkt C,568,69,0.91
Produkt E,853,49,0.44
Produkt D,776,61,0.98
Produkt D,264,58,0.69
Produkt E,968,21,0.33
Produkt B,774,70,0.7
Produkt B,247,1,0.44
Produkt A,819,15,0.37
Produkt B,179,23,0.26
Produkt B,720,26,0.77
Produkt B,752,75,0.92
Produkt A,81,34,0.33
Produkt A,717,82,0.8
Produkt B,253,13,0.6
67,405,3,0.62
Produkt C,175,71,0.52
Produkt A,194,Produkt D,1.0
Produkt C,502,86,0.59
Produkt A,989,13,0.51
Produkt B,853,94,0.2
Produkt D,386,82,0.59
Produkt A,389,84,0.4
Produkt D,711,14,0.66
Produkt A,751,73,0.65
Produkt E,793,57,0.26
Produkt C,796,25,0.58
Produkt B,861,62,0.49
Produkt A,56,52,0.63
Produkt A,412,9,0.6
Produkt E,938,86,0.68
I Do pieca,556,76,0.41
Produkt A,534,58,0.73
Produkt D,330,97,0.57
Produkt A,421,47,0.23
Produkt D,641,38,0.75
Produkt B,162,14,0.73
67,953,61,0.38
Produkt D,65,87,0.77
Produkt A,641,19,0.75
Produkt B,297,46,0.17
Produkt D,38,20,0.14
Produkt E,164,65,0.85
Produkt B,564,23,0.74
Produkt E,17,96,0.51
Produkt D,167,68,0.17
Produkt D,795,38,0.47
Produkt A,128,12,0.48
Produkt E,933,2,0.17
Produkt B,224,80,0.54
Produkt A,654,13,0.97
Produkt E,279,36,0.31
Produkt C,973,36,0.89
Produkt E,879,77,0.53
Produkt B,158,8,0.17
Produkt E,719,52,0.11
Produkt B,Produkt A,99,0.0
Produkt B,571,96,0.56
Produkt D,398,76,0.62
Produkt A,868,80,0.68
I Do pieca,278,38,0.88
Produkt B,944,33,0.38
Produkt E,625,68,0.01
Produkt D,925,24,0.49
Produkt D,59,83,0.39
Produkt D,476,66,0.5
Produkt A,942,88,0.32
Produkt D,2,63,0.56
Produkt D,584,79,0.02
Produkt B,476,61,0.53
Produkt E,369,96,0.46
I Do pieca,581,70,0.95
Produkt C,420,87,0.38
Produkt A,544,95,0.7
Produkt D,576,83,0.2
Produkt A,3,10,0.16
Produkt C,333,45,0.77
Produkt B,91,75,0.23
Produkt B,599,16,0.89
Produkt D,997,88,0.46
I Do pieca,307,23,0.14
Produkt D,688,33,0.66
Produkt C,593,99,0.36
Produkt A,946,41,0.1
Produkt C,111,77,0.8
Produkt B,476,6,0.06
Produkt D,399,15,0.05
Produkt A,28,26,0.92
Produkt A,629,2,0.17
Produkt A,708,52,0.7
Produkt A,547,92,0.2
Produkt C,649,22,0.87
I Do pieca,171,81,0.31
Produkt C,87,67,0.41
Produkt A,727,2,0.17
Produkt B,147,11,0.75
Produkt C,801,93,0.49
Produkt B,951,5,0.73
Produkt D,532,58,0.33
Produkt A,980,19,0.47
Produkt A,882,32,0.44
Produkt E,782,68,0.42
I Do pieca,414,51,0.64
Produkt B,451,66,0.7
Produkt B,275,74,0.93
Produkt E,437,7,0.12
Produkt C,887,55,0.35
Produkt D,763,38,0.9
Produkt B,728,14,0.11
Produkt D,711,88,0.2
Produkt C,572,79,0.81
Produkt E,190,46,0.26
Produkt A,356,86,0.76
Produkt A,297,60,0.73
Produkt A,412,31,0.33
Produkt C,754,16,0.18
Produkt D,862,8,0.95
67,672,74,0.45
Produkt B,82,92,0.03
Produkt D,952,40,0.51
Produkt C,917,38,0.11
Produkt A,516,52,0.37
Produkt C,871,10,0.85
Produkt B,836,65,0.92
Produkt A,178,20,0.33
Produkt A,292,97,0.69
I Do pieca,418,83,0.5
Produkt A,442,11,0.26
Produkt C,677,83,0.67
Produkt A,128,47,0.11
Produkt A,932,69,0.43
Produkt C,33,4,0.84
Produkt C,395,87,0.13
Produkt D,111,94,0.19
Produkt D,208,41,0.35
Produkt D,631,37,0.66
Produkt A,852,79,0.28
Produkt D,596,26,0.51
Produkt B,658,91,0.06
Produkt E,49,6,0.95
Produkt B,903,1,0.54
Produkt C,251,91,0.46
Produkt D,432,36,0.17
Produkt B,726,Produkt C,1.0
Produkt C,356,3,0.92
Produkt E,772,70,0.15
Produkt D,902,35,0.03
Produkt D,905,92,0.89
Produkt C,264,21,0.74
Produkt A,492,67,0.33
Produkt A,193,86,0.14
Produkt B,43,56,0.84
I Do pieca,807,66,0.17
Produkt C,607,81,0.32
Produkt A,545,18,0.16
Produkt B,800,99,0.75
Produkt D,895,64,0.21
Produkt B,615,72,0.84
Produkt C,252,21,0.13
Produkt A,834,26,0.29
Produkt D,478,19,0.59
Produkt D,845,48,0.11
Produkt B,248,99,0.4
Produkt A,503,35,0.61
Produkt D,625,13,0.88
Produkt E,588,53,0.75
Produkt B,102,49,0.48
Produkt B,327,3,0.74
Produkt B,604,85,0.93
Produkt D,83,83,0.25
Produkt A,731,44,0.92
Produkt B,889,50,0.86
Produkt D,542,77,0.04
Produkt A,829,88,0.44
Produkt B,957,44,0.58
Produkt E,901,66,0.72
Produkt D,717,78,0.1
Produkt D,Produkt A,59,0.0
Produkt D,944,43,0.16
67,235,65,0.15
Produkt A,928,16,0.12
Produkt B,60,1,0.76
Produkt A,62,22,0.7
Produkt E,439,10,0.67
Produkt C,263,18,0.73
Produkt E,234,75,0.29
Produkt A,234,100,0.85
Produkt A,94,65,0.05
Produkt A,377,86,0.56
Produkt E,235,82,0.1
Produkt A,561,66,0.1
Produkt A,273,90,0.29
Produkt A,284,40,0.07
Produkt D,403,90,0.81
Produkt E,186,50,0.03
Produkt E,113,24,0.89
I Do pieca,907,37,0.22
Produkt B,331,64,0.73
Produkt D,632,36,0.64
Produkt A,537,46,0.9
Produkt B,162,16,0.68
Produkt D,532,69,0.93
Produkt D,84,30,0.52
Produkt A,638,17,0.6
Produkt D,883,95,0.91
Produkt D,517,67,0.56
Produkt B,233,54,0.15
Produkt A,771,92,0.94
Produkt B,996,93,0.18
67,578,29,0.65
Produkt E,466,42,0.6
Produkt B,890,Produkt C,0.99
Produkt A,354,9,0.15
Produkt B,270,33,0.36
Produkt A,518,91,0.48
Produkt D,976,37,0.72
Produkt E,970,79,0.84
Produkt A,933,68,0.37
Produkt D,867,51,0.9
Produkt E,464,99,0.51
Produkt A,877,88,0.52
Produkt B,148,89,0.38
Produkt A,874,29,0.9
Produkt B,16,98,0.19
Produkt A,255,57,0.42
Produkt D,984,54,0.73
I Do pieca,597,75,0.86
Produkt D,719,12,0.9
Produkt A,407,86,0.72
Produkt A,247,69,0.18
Produkt C,470,75,0.39
Produkt B,876,10,0.93
Produkt A,697,77,0.37
Produkt D,814,70,0.97
Produkt B,924,9,0.61
Produkt D,344,84,0.32
Produkt D,883,77,0.87
I Do pieca,26,20,0.06
Produkt A,186,51,0.4
Produkt A,854,13,0.87
Produkt A,19,23,0.67
Produkt D,Produkt A,50,0.0
I Do pieca,609,16,0.41
Produkt A,925,65,0.31
I Do pieca,348,Produkt B,1.0
I Do pieca,518,67,0.68
Produkt B,329,60,0.59
I Do pieca,671,11,0.42
Produkt A,213,4,0.94
Produkt A,682,68,0.84
Produkt E,238,16,0.23
Produkt D,301,85,0.11
Produkt C,747,28,0.8
Produkt C,42,17,0.57
Produkt A,626,45,0.82
Produkt E,825,93,0.03
Produkt E,737,72,0.12
Produkt D,590,22,0.21
Produkt A,456,73,0.66
Produkt A,758,71,0.98
Produkt D,573,77,0.62
Produkt C,165,43,0.65
67,632,40,0.05
Produkt B,824,40,0.57
Produkt C,465,100,0.64
Produkt E,108,5,0.98
Produkt D,725,30,0.35
Produkt E,449,40,0.91
I Do pieca,352,34,0.63
Produkt E,418,13,0.24
Produkt D,Produkt B,55,0.01
Produkt C,613,55,0.53
67,365,9,0.67
Produkt D,660,7,0.18
Produkt C,332,72,0.27
Produkt B,769,50,0.04
Produkt A,226,63,0.92
67,271,48,0.41
Produkt C,412,90,0.46
Produkt C,624,35,0.11
Produkt A,48,64,0.95
Produkt A,816,13,0.22
I Do pieca,764,97,0.09
Produkt A,84,6,0.54
Produkt C,253,33,0.81
Produkt A,61,23,0.75
Produkt B,955,89,0.05
Produkt C,Produkt D,91,0.0
Produkt C,946,4,0.71
Produkt E,881,45,0.65
Produkt A,202,63,0.9
Produkt D,149,55,0.72
Produkt A,962,10,0.09
Produkt C,162,1,0.81
Produkt D,147,27,0.5
I Do pieca,11,43,0.32
Produkt C,586,87,0.07
Produkt B,574,46,0.44
Produkt D,842,73,0.14
Produkt A,146,20,0.07
Produkt B,479,71,0.87
Produkt B,6,100,0.16
Produkt D,489,72,0.09
Produkt E,742,70,0.71
Produkt D,223,43,0.3
Produkt C,378,12,0.83
Produkt A,329,24,0.4
Produkt C,127,80,0.86
Produkt E,81,30,0.93
Produkt A,911,71,0.96
Produkt D,314,96,0.59
Produkt B,933,72,0.48
Produkt E,855,38,0.72
Produkt D,753,3,0.37
Produkt C,543,93,0.71
Produkt C,3,70,0.39
Produkt C,Produkt D,45,0.0
Produkt A,150,71,0.13
Produkt C,828,62,0.93
Produkt B,677,66,0.43
Produkt A,673,1,0.64
Produkt D,545,71,0.31
Produkt A,20,20,0.62
Produkt A,489,32,0.12
Produkt A,376,80,0.32
Produkt B,989,18,0.88
Produkt C,566,47,0.56
Produkt C,188,40,0.86
Produkt D,532,88,0.67
Produkt C,110,88,0.16
Produkt B,514,41,0.13
Produkt C,957,10,0.22
Produkt B,795,8,0.52
Produkt A,58,22,0.46
Produkt A,296,94,0.95
Produkt B,789,15,0.93
Produkt D,456,79,0.88
Produkt A,663,74,0.51
Produkt D,445,32,0.69
Produkt C,843,99,0.21
Produkt D,888,88,0.88
Produkt A,470,29,0.86
Produkt B,718,79,0.51
Produkt B,Produkt D,7,0.0
Produkt E,711,25,0.48
Produkt D,226,54,0.56
Produkt B,921,94,0.54
Produkt A,662,24,0.71
Produkt D,596,75,0.39
Produkt C,127,56,0.01
Produkt B,491,32,0.78
Produkt E,280,49,0.57
Produkt B,143,100,0.07
Produkt E,468,42,0.44
Produkt C,324,22,0.85
Produkt E,148,55,0.22
Produkt D,791,7,0.96
Produkt A,159,Produkt B,0.99
Produkt B,539,64,0.26
Produkt C,763,97,0.03
Produkt B,691,67,0.82
Produkt B,311,18,0.6
Produkt E,890,48,0.97
Produkt D,911,75,0.21
Produkt D,819,26,0.12
Produkt D,Produkt B,27,0.01
Produkt B,614,38,0.87
Produkt E,972,12,0.57
Produkt A,598,23,0.79
Produkt B,918,87,0.28
Produkt A,745,51,0.37
Produkt C,476,2,0.26
Produkt C,510,90,0.7
Produkt A,781,29,0.36
Produkt D,767,35,0.53
Produkt B,460,85,0.89
Produkt B,868,62,0.7
Produkt C,345,30,0.38
Produkt B,67,52,0.57
Produkt C,119,26,0.27
Produkt C,504,51,0.9
I Do pieca,860,16,0.07
Produkt C,483,35,0.81
Produkt A,811,5,0.63
Produkt D,68,20,0.24
I Do pieca,442,26,0.09
Produkt B,715,24,0.19
Produkt B,787,13,0.19
Produkt D,328,34,0.43
Produkt C,94,2,0.45
Produkt C,34,66,0.72
Produkt B,347,94,0.57
Produkt D,2,90,0.26
Produkt A,740,77,0.74
67,439,11,0.55
Produkt A,101,57,0.41
Produkt C,233,75,0.7
I Do pieca,977,45,0.13
Produkt C,471,24,0.75
Produkt D,852,81,0.08
Produkt B,432,26,0.03
Produkt D,705,22,0.97
67,340,3,0.35
Produkt C,733,13,0.18
Produkt A,788,33,0.33
Produkt B,547,84,0.92
Produkt B,730,28,0.49
Produkt A,617,58,0.6
I Do pieca,547,87,0.02
Produkt D,46,39,0.73
Produkt E,653,56,0.52
Produkt D,236,52,0.44
Produkt E,422,44,0.08
Produkt D,855,66,0.24
67,556,95,0.16
I Do pieca,69,82,0.05
Produkt E,800,10,0.9
Produkt A,9,86,0.3
Produkt E,590,23,0.65
67,472,53,0.98
Produkt C,517,62,0.2
Produkt B,762,63,0.74
Produkt D,817,7,0.26
Produkt C,796,37,0.11
Produkt C,67,76,0.83
Produkt A,903,23,0.21
Produkt A,681,2,0.4
Produkt C,144,38,0.93
Produkt D,635,23,0.66
Produkt B,127,29,0.74
Produkt C,19,51,0.76
Produkt B,635,58,0.73
Produkt A,379,67,0.89
Produkt C,170,45,0.52
Produkt B,305,96,0.59
Produkt A,279,53,0.46
Produkt A,139,34,0.29
Produkt E,Produkt B,16,0.01
Produkt D,752,70,0.28
I Do pieca,535,31,0.39
Produkt C,947,9,0.17
Produkt A,59,91,0.69
Produkt C,968,82,0.45
Produkt A,116,92,0.34
67,738,19,0.07
Produkt D,430,96,0.34
Produkt C,456,75,0.04
Produkt D,45,74,0.17
